timestamp_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,est_lat,est_lon,est_vx,est_vy,est_speed,est_heading,confidence,uncertainty,gps_lat,gps_lon,gps_speed,gps_accuracy,mode,is_stationary
1776996062002,0.256950,1.443000,9.774000,-0.102575,0.025575,0.001100,0.00000000,0.00000000,0.00000,-0.00000,0.0000,90.00,0.9994,14.1459,,,,,calibrating,0
1776996062016,0.385950,1.534050,9.424050,-0.047713,0.013338,0.001100,0.00000000,0.00000000,0.00000,-0.00000,0.0000,90.00,0.9992,14.1500,,,,,calibrating,0
1776996062035,-0.096000,1.576950,10.221001,0.020762,-0.006325,0.003575,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9988,14.1575,,,,,calibrating,0
1776996062056,0.288000,1.729950,9.292951,0.020762,-0.006325,0.003575,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9984,14.1685,,,,,calibrating,0
1776996062074,-0.286950,1.531050,10.530001,-0.041525,0.008388,0.003575,0.00000000,0.00000000,0.00000,0.00000,0.0000,89.99,0.9980,14.1812,,,,,calibrating,0
1776996062098,-0.286950,1.531050,10.530001,-0.041525,0.008388,0.003575,0.00000000,0.00000000,0.00000,0.00000,0.0000,89.99,0.9975,14.2008,,,,,calibrating,0
1776996062117,0.376950,1.474050,9.514951,0.069575,-0.012375,-0.000137,0.00000000,0.00000000,0.00000,0.00000,0.0000,89.99,0.9971,14.2193,,,,,calibrating,0
1776996062135,-0.088950,1.491000,10.161000,-0.088000,0.014575,0.002337,0.00000000,0.00000000,0.00000,0.00000,0.0000,89.99,0.9968,14.2387,,,,,calibrating,0
1776996062155,0.516000,1.645950,9.132000,0.090337,-0.007425,-0.000137,0.00000000,0.00000000,0.00000,0.00000,0.0000,89.99,0.9964,14.2638,,,,,calibrating,0
1776996062175,-0.189000,1.516950,10.468051,-0.096525,0.012100,0.002337,0.00000000,0.00000000,0.00000,0.00000,0.0000,89.99,0.9960,14.2908,,,,,calibrating,0
