timestamp_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,est_lat,est_lon,est_vx,est_vy,est_speed,est_heading,confidence,uncertainty,gps_lat,gps_lon,gps_speed,gps_accuracy,mode,is_stationary
1776998626453,-0.096000,1.588950,9.489000,0.041800,-0.009212,0.009625,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9995,14.1457,,,,,calibrating,0
1776998626468,-0.172950,1.459950,10.188001,0.029562,0.009212,0.012100,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9992,14.1498,,,,,calibrating,0
1776998626486,-0.007950,1.528950,9.103951,-0.020488,-0.007975,0.005912,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9988,14.1571,,,,,calibrating,0
1776998626506,0.115950,1.255950,10.243051,-0.022962,0.018975,0.005912,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9984,14.1674,,,,,calibrating,0
1776998626526,-0.205950,1.591050,9.442950,0.027088,-0.006737,0.008388,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9980,14.1807,,,,,calibrating,0
1776998626548,-0.205950,1.591050,9.442950,0.027088,-0.006737,0.008388,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9976,14.1988,,,,,calibrating,0
1776998626568,-0.244050,1.327950,10.008000,0.014988,0.007975,0.012100,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9972,14.2183,,,,,calibrating,0
1776998626586,0.000000,1.528950,9.453000,-0.016775,-0.010312,0.009625,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9968,14.2382,,,,,calibrating,0
1776998626606,0.055950,1.395000,10.093950,-0.015675,0.018975,0.010862,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9964,14.2624,,,,,calibrating,0
1776998626626,-0.136950,1.491000,9.561001,0.024750,-0.001787,0.008388,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9960,14.2897,,,,,calibrating,0
1776998626646,0.015000,1.476000,9.574950,-0.035200,-0.000550,0.005912,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9956,14.3196,,,,,calibrating,0
1776998626667,-0.172950,1.456950,10.168051,0.012512,0.017738,0.010862,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9952,14.3542,,,,,calibrating,0
1776998626686,-0.075000,1.668000,9.475051,-0.004675,-0.004262,0.010862,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9948,14.3884,,,,,calibrating,0
1776998626706,0.085050,1.342050,10.099051,-0.025438,0.017738,0.010862,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9944,14.4260,,,,,calibrating,0
1776998626726,-0.036000,1.440000,9.619950,0.016088,0.004262,0.010862,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9940,14.4672,,,,,calibrating,0
1776998626746,-0.036000,1.440000,9.619950,0.016088,0.004262,0.010862,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9936,14.5116,,,,,calibrating,0
1776998626766,-0.142050,1.438050,10.072950,0.003987,0.015262,0.008388,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9932,14.5584,,,,,calibrating,0
1776998626786,-0.172950,1.455000,9.396001,0.003987,-0.007975,0.008388,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9928,14.6062,,,,,calibrating,0
1776998626806,0.043950,1.383000,9.892950,-0.026675,0.009212,0.009625,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9924,14.6566,,,,,calibrating,0
1776998626826,-0.163050,1.531050,9.819000,0.019800,0.006737,0.008388,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9920,14.7110,,,,,calibrating,0
1776998626846,0.013050,1.596000,9.457951,-0.030250,-0.007975,0.003575,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9916,14.7675,,,,,calibrating,0
1776998626867,-0.118050,1.338000,9.927000,-0.000962,0.016500,0.004675,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9912,14.8307,,,,,calibrating,0
1776998626886,-0.124950,1.528950,9.582001,-0.000962,-0.009212,0.004675,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9908,14.8874,,,,,calibrating,0
1776998626906,-0.031050,1.503000,9.982051,-0.025438,0.000550,0.007150,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9905,14.9506,,,,,calibrating,0
1776998626926,-0.145950,1.507050,10.012951,0.011275,0.010450,0.012100,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9901,15.0174,,,,,calibrating,0
1776998626946,0.043950,1.500000,9.369000,-0.015675,-0.004262,0.007150,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9897,15.0862,,,,,calibrating,0
1776998626966,0.079950,1.339950,10.116000,-0.018012,0.025025,0.005912,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9893,15.1579,,,,,calibrating,0
1776998626987,-0.289950,1.455000,10.033951,-0.018012,0.025025,0.005912,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9888,15.2332,,,,,calibrating,0
1776998627006,0.303000,1.495050,9.747001,-0.021725,-0.023788,0.012100,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9885,15.3060,,,,,calibrating,0
1776998627026,-0.165000,1.426050,9.810000,0.013750,-0.028738,0.014575,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9881,15.3835,,,,,calibrating,0
1776998627050,0.007950,1.378050,9.661051,0.013750,-0.028738,0.014575,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9876,15.4810,,,,,calibrating,0
1776998627078,-0.211050,1.503000,9.994050,-0.020488,0.017738,0.009625,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9871,15.5952,,,,,calibrating,0
1776998627095,-0.211050,1.503000,9.994050,-0.020488,0.017738,0.009625,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9867,15.6712,,,,,calibrating,0
1776998627106,0.015000,1.467000,9.393001,-0.033962,-0.011550,0.002337,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9865,15.7172,,,,,calibrating,0
1776998627126,-0.160950,1.438050,10.099051,-0.000962,0.017738,0.007150,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9861,15.8051,,,,,calibrating,0
1776998627147,-0.120000,1.648950,9.558001,-0.007012,-0.001787,0.009625,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9857,15.9022,,,,,calibrating,0
1776998627166,0.018000,1.423950,9.979051,-0.022962,0.004262,0.010862,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9853,15.9901,,,,,calibrating,0
1776998627186,-0.091050,1.447950,9.718950,0.003987,-0.007975,0.012100,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9849,16.0821,,,,,calibrating,0
1776998627206,0.099000,1.488000,9.646951,-0.024200,-0.001787,0.007150,0.00000000,0.00000000,0.00000,0.00000,0.0000,90.00,0.9845,16.1777,,,,,calibrating,0
